Priority_Rank,Churn_Prob,Contract,CLTV,Monthly_Charge,Discount_Rate,Monthly_Discount,Annual_Offer_Cost,Expected_Loss,Net_ROI
282,0.77,Month-to-Month,6006,62.14,0.05,3.107,37.284000000000006,4624.62,4587.336
283,0.91,Month-to-Month,5082,92.716,0.1,9.2716,111.25919999999999,4624.62,4513.3607999999995
284,0.97,Month-to-Month,4766,105.092,0.15,15.7638,189.16559999999998,4623.0199999999995,4433.854399999999
285,0.78,Month-to-Month,5925,57.408,0.05,2.8704,34.4448,4621.5,4587.0552
286,0.85,Month-to-Month,5437,26.104,0.05,1.3052000000000001,15.662400000000002,4621.45,4605.7876
287,0.9,Month-to-Month,5131,32.292,0.1,3.2292000000000005,38.750400000000006,4617.900000000001,4579.149600000001
288,0.77,Month-to-Month,5996,77.272,0.05,3.8636000000000004,46.363200000000006,4616.92,4570.5568
289,0.83,Month-to-Month,5560,58.968,0.05,2.9484000000000004,35.38080000000001,4614.8,4579.4192
290,0.88,Month-to-Month,5236,102.96,0.1,10.296,123.55199999999999,4607.68,4484.128000000001
291,0.81,Month-to-Month,5686,88.088,0.05,4.4044,52.8528,4605.66,4552.8072
292,0.97,Month-to-Month,4747,37.336,0.15,5.6004,67.20479999999999,4604.59,4537.3852
293,0.91,Month-to-Month,5055,83.46,0.1,8.346,100.152,4600.05,4499.898
294,0.94,Month-to-Month,4888,47.788,0.1,4.7787999999999995,57.34559999999999,4594.719999999999,4537.3744
295,0.92,Month-to-Month,4994,105.352,0.1,10.535200000000001,126.42240000000001,4594.4800000000005,4468.0576
296,0.88,One Year,5220,68.016,0.1,6.8016000000000005,81.6192,4593.6,4511.9808
297,0.93,Month-to-Month,4938,79.04,0.1,7.904000000000001,94.84800000000001,4592.34,4497.492
298,0.8,Month-to-Month,5739,74.412,0.05,3.7206000000000006,44.647200000000005,4591.2,4546.5527999999995
299,0.98,Month-to-Month,4684,77.168,0.15,11.5752,138.9024,4590.32,4451.4176
300,0.94,Month-to-Month,4883,52.78,0.1,5.2780000000000005,63.336000000000006,4590.0199999999995,4526.683999999999
301,0.87,Month-to-Month,5274,103.22,0.1,10.322000000000001,123.864,4588.38,4464.5160000000005
302,0.81,Month-to-Month,5656,93.704,0.05,4.6852,56.2224,4581.360000000001,4525.137600000001
303,0.95,Month-to-Month,4819,87.36,0.1,8.736,104.83200000000001,4578.05,4473.218
304,0.87,Month-to-Month,5255,97.864,0.1,9.7864,117.4368,4571.85,4454.4132
305,0.92,Month-to-Month,4969,106.912,0.1,10.691200000000002,128.29440000000002,4571.4800000000005,4443.185600000001
306,0.85,One Year,5374,76.856,0.05,3.8428,46.1136,4567.9,4521.7864
307,0.92,Month-to-Month,4965,78.104,0.1,7.8104000000000005,93.7248,4567.8,4474.0752
308,0.97,Month-to-Month,4708,103.584,0.15,15.5376,186.4512,4566.76,4380.3088
309,0.94,Month-to-Month,4857,89.44,0.1,8.944,107.328,4565.58,4458.2519999999995
310,0.95,Month-to-Month,4803,104.676,0.1,10.467600000000001,125.61120000000001,4562.849999999999,4437.238799999999
311,0.85,Month-to-Month,5367,72.696,0.05,3.6348000000000003,43.6176,4561.95,4518.3324
312,0.78,Month-to-Month,5844,72.436,0.05,3.6218000000000004,43.461600000000004,4558.32,4514.8584
313,0.91,Month-to-Month,5007,99.32,0.1,9.932,119.184,4556.37,4437.186
314,0.89,Month-to-Month,5119,83.72,0.1,8.372,100.464,4555.91,4455.446
315,0.91,Month-to-Month,5005,107.068,0.1,10.706800000000001,128.48160000000001,4554.55,4426.0684
316,0.84,One Year,5422,44.044,0.05,2.2022,26.4264,4554.48,4528.053599999999
317,0.8,Month-to-Month,5692,40.56,0.05,2.028,24.336,4553.6,4529.264
318,0.88,Month-to-Month,5172,46.644,0.1,4.6644,55.97279999999999,4551.36,4495.3872
319,0.97,Month-to-Month,4689,93.184,0.15,13.977599999999999,167.7312,4548.33,4380.5988
320,0.81,Month-to-Month,5612,103.116,0.05,5.1558,61.869600000000005,4545.72,4483.8504
321,0.82,Month-to-Month,5543,97.656,0.05,4.8828000000000005,58.59360000000001,4545.259999999999,4486.666399999999
322,0.92,Month-to-Month,4939,88.192,0.1,8.8192,105.8304,4543.88,4438.0496
323,0.78,One Year,5824,47.06,0.05,2.353,28.236000000000004,4542.72,4514.484
324,0.91,Month-to-Month,4989,51.532,0.1,5.1532,61.8384,4539.99,4478.1516
325,0.82,Month-to-Month,5536,110.188,0.05,5.5094,66.11280000000001,4539.5199999999995,4473.4072
326,0.81,Month-to-Month,5604,98.332,0.05,4.9166,58.9992,4539.240000000001,4480.2408000000005
327,0.8,Month-to-Month,5674,101.764,0.05,5.0882000000000005,61.058400000000006,4539.2,4478.1416
328,0.87,Month-to-Month,5204,90.324,0.1,9.0324,108.3888,4527.48,4419.0912
329,0.87,Month-to-Month,5202,91.884,0.1,9.1884,110.26079999999999,4525.74,4415.4792
330,0.9,Month-to-Month,5028,47.216,0.1,4.7216000000000005,56.659200000000006,4525.2,4468.5408
331,0.88,Month-to-Month,5137,102.44,0.1,10.244,122.928,4520.56,4397.6320000000005
332,0.83,Month-to-Month,5444,47.112,0.05,2.3556000000000004,28.267200000000003,4518.5199999999995,4490.252799999999
333,0.9,Month-to-Month,5020,61.568,0.1,6.1568000000000005,73.8816,4518.0,4444.1184
334,0.8,Month-to-Month,5647,70.98,0.05,3.5490000000000004,42.58800000000001,4517.6,4475.012000000001
335,0.81,Month-to-Month,5571,98.176,0.05,4.9088,58.90560000000001,4512.51,4453.6044
336,0.85,Month-to-Month,5302,83.876,0.05,4.1938,50.32560000000001,4506.7,4456.3744
337,0.9,Month-to-Month,5005,51.532,0.1,5.1532,61.8384,4504.5,4442.6616
338,0.84,Month-to-Month,5362,103.948,0.05,5.1974,62.3688,4504.08,4441.7112
339,0.95,Month-to-Month,4739,73.736,0.1,7.373600000000001,88.48320000000001,4502.05,4413.5668000000005
340,0.85,Month-to-Month,5295,100.516,0.05,5.0258,60.3096,4500.75,4440.4404
341,0.83,Month-to-Month,5421,26.312,0.05,1.3156,15.787200000000002,4499.429999999999,4483.6428
342,0.86,Month-to-Month,5228,90.064,0.1,9.0064,108.07679999999999,4496.08,4388.0032
343,0.78,Month-to-Month,5763,104.104,0.05,5.2052000000000005,62.4624,4495.14,4432.6776
344,0.93,Month-to-Month,4829,31.564,0.1,3.1564,37.8768,4490.97,4453.0932
345,0.95,Month-to-Month,4726,103.792,0.1,10.3792,124.55040000000001,4489.7,4365.1496
346,0.98,Month-to-Month,4580,98.228,0.15,14.734199999999998,176.81039999999996,4488.4,4311.589599999999
347,0.95,Month-to-Month,4722,67.808,0.1,6.780800000000001,81.36960000000002,4485.9,4404.5304
348,0.84,Month-to-Month,5338,51.636,0.05,2.5818000000000003,30.981600000000004,4483.92,4452.9384
349,0.85,Month-to-Month,5273,77.324,0.05,3.8662,46.394400000000005,4482.05,4435.6556
350,0.97,Month-to-Month,4620,72.488,0.15,10.873199999999999,130.4784,4481.4,4350.9216
351,0.8,Month-to-Month,5600,19.8,0.05,0.9900000000000001,11.88,4480.0,4468.12
352,0.87,Month-to-Month,5141,87.88,0.1,8.788,105.456,4472.67,4367.214
353,0.82,Month-to-Month,5450,36.608,0.05,1.8304,21.9648,4469.0,4447.0352
354,0.77,Month-to-Month,5795,76.908,0.05,3.8454,46.144800000000004,4462.150000000001,4416.0052000000005
355,0.79,Month-to-Month,5646,95.16,0.05,4.758,57.096000000000004,4460.34,4403.244000000001
356,0.76,Month-to-Month,5863,113.932,0.05,5.6966,68.3592,4455.88,4387.5208
357,0.77,Two Year,5785,112.268,0.05,5.6134,67.36080000000001,4454.45,4387.089199999999
358,0.92,Month-to-Month,4838,78.052,0.1,7.805200000000001,93.66240000000002,4450.96,4357.2976
359,0.94,Month-to-Month,4734,108.836,0.1,10.883600000000001,130.60320000000002,4449.96,4319.3568
360,0.91,Month-to-Month,4884,78.728,0.1,7.8728,94.4736,4444.4400000000005,4349.9664
361,0.84,Month-to-Month,5286,103.48,0.05,5.174,62.08800000000001,4440.24,4378.152
362,0.78,Month-to-Month,5688,26.208,0.05,1.3104,15.7248,4436.64,4420.9152
363,0.94,Month-to-Month,4718,82.524,0.1,8.2524,99.02879999999999,4434.92,4335.8912
364,0.83,Month-to-Month,5341,72.748,0.05,3.6374000000000004,43.64880000000001,4433.03,4389.3812
365,0.83,Month-to-Month,5338,103.22,0.05,5.1610000000000005,61.932,4430.54,4368.608
366,0.84,Month-to-Month,5269,90.74,0.05,4.537,54.444,4425.96,4371.516
367,0.83,Month-to-Month,5332,99.476,0.05,4.973800000000001,59.68560000000001,4425.5599999999995,4365.8744
368,0.89,Month-to-Month,4972,45.032,0.1,4.5032,54.038399999999996,4425.08,4371.0416
369,0.78,Month-to-Month,5667,72.54,0.05,3.6270000000000007,43.52400000000001,4420.26,4376.736
370,0.92,Month-to-Month,4804,110.656,0.1,11.065600000000002,132.7872,4419.68,4286.8928000000005
371,0.93,Month-to-Month,4747,98.436,0.1,9.843600000000002,118.12320000000003,4414.71,4296.5868
372,0.94,Month-to-Month,4694,26.208,0.1,2.6208,31.4496,4412.36,4380.9104
373,0.92,Month-to-Month,4793,92.664,0.1,9.2664,111.19680000000001,4409.56,4298.363200000001
374,0.79,Month-to-Month,5579,19.5,0.05,0.9750000000000001,11.700000000000001,4407.41,4395.71
375,0.77,Month-to-Month,5723,109.2,0.05,5.460000000000001,65.52000000000001,4406.71,4341.19
376,0.91,Month-to-Month,4842,26.052,0.1,2.6052,31.2624,4406.22,4374.957600000001
377,0.92,Month-to-Month,4786,90.74,0.1,9.074,108.888,4403.12,4294.232
378,0.9,One Year,4886,102.18,0.1,10.218000000000002,122.61600000000001,4397.400000000001,4274.784000000001
379,0.92,Month-to-Month,4779,71.864,0.1,7.186400000000001,86.23680000000002,4396.68,4310.443200000001
380,0.79,Month-to-Month,5561,102.648,0.05,5.1324000000000005,61.588800000000006,4393.1900000000005,4331.6012
381,0.93,Month-to-Month,4716,62.452,0.1,6.2452000000000005,74.9424,4385.88,4310.9376
382,0.96,Month-to-Month,4568,72.02,0.15,10.802999999999999,129.636,4385.28,4255.643999999999
383,0.9,Month-to-Month,4871,88.036,0.1,8.803600000000001,105.64320000000001,4383.900000000001,4278.2568
384,0.91,Month-to-Month,4811,107.588,0.1,10.7588,129.1056,4378.01,4248.9044
385,0.82,Month-to-Month,5337,102.44,0.05,5.122,61.464,4376.34,4314.876
386,0.87,Month-to-Month,5024,35.36,0.1,3.536,42.432,4370.88,4328.448
387,0.84,Month-to-Month,5203,81.692,0.05,4.0846,49.0152,4370.5199999999995,4321.5048
388,0.81,Month-to-Month,5394,20.2,0.05,1.01,12.120000000000001,4369.14,4357.02
389,0.78,One Year,5600,104.156,0.05,5.207800000000001,62.49360000000001,4368.0,4305.5064
390,0.77,Month-to-Month,5671,23.15,0.05,1.1575,13.89,4366.67,4352.78
391,0.99,Month-to-Month,4407,73.58,0.15,11.036999999999999,132.444,4362.93,4230.486
392,0.92,Month-to-Month,4741,72.436,0.1,7.243600000000001,86.92320000000001,4361.72,4274.7968
393,0.99,Month-to-Month,4403,78.364,0.15,11.7546,141.0552,4358.97,4217.9148000000005
394,0.77,Month-to-Month,5659,53.56,0.05,2.6780000000000004,32.136,4357.43,4325.294
395,0.81,One Year,5375,53.872,0.05,2.6936,32.3232,4353.75,4321.4268
396,0.94,One Year,4630,109.2,0.1,10.920000000000002,131.04000000000002,4352.2,4221.16
397,0.94,Month-to-Month,4629,57.928,0.1,5.7928,69.5136,4351.259999999999,4281.746399999999
398,0.95,Month-to-Month,4580,79.716,0.1,7.9716,95.6592,4351.0,4255.3408
399,0.78,Month-to-Month,5578,26.52,0.05,1.326,15.912,4350.84,4334.928
400,0.86,Month-to-Month,5059,93.652,0.1,9.3652,112.38239999999999,4350.74,4238.357599999999
401,0.87,Month-to-Month,5000,108.368,0.1,10.8368,130.04160000000002,4350.0,4219.9583999999995
402,0.8,Month-to-Month,5435,56.004,0.05,2.8002000000000002,33.6024,4348.0,4314.3976
403,0.87,Month-to-Month,4995,87.1,0.1,8.709999999999999,104.51999999999998,4345.65,4241.129999999999
404,0.93,Month-to-Month,4664,104.052,0.1,10.4052,124.86240000000001,4337.52,4212.6576000000005
405,0.93,Month-to-Month,4661,88.608,0.1,8.860800000000001,106.32960000000001,4334.7300000000005,4228.4004
406,0.9,Month-to-Month,4815,83.148,0.1,8.3148,99.7776,4333.5,4233.7224
407,0.76,Month-to-Month,5699,89.908,0.05,4.4954,53.9448,4331.24,4277.2952
408,0.99,Month-to-Month,4371,72.02,0.15,10.802999999999999,129.636,4327.29,4197.6539999999995
409,0.83,Month-to-Month,5212,56.628,0.05,2.8314000000000004,33.976800000000004,4325.96,4291.9832
410,0.86,Month-to-Month,5030,110.396,0.1,11.0396,132.4752,4325.8,4193.3248
411,0.87,Month-to-Month,4971,93.028,0.1,9.302800000000001,111.63360000000002,4324.7699999999995,4213.136399999999
412,0.95,Month-to-Month,4548,72.644,0.1,7.264400000000001,87.17280000000001,4320.599999999999,4233.427199999999
413,0.9,Month-to-Month,4800,42.276,0.1,4.227600000000001,50.73120000000001,4320.0,4269.2688
414,0.88,Month-to-Month,4909,25.428,0.1,2.5428,30.513600000000004,4319.92,4289.4064
415,0.95,Month-to-Month,4546,89.44,0.1,8.944,107.328,4318.7,4211.371999999999
416,0.92,Month-to-Month,4694,105.404,0.1,10.5404,126.4848,4318.4800000000005,4191.9952
417,0.93,Month-to-Month,4639,78.208,0.1,7.8208,93.84960000000001,4314.27,4220.420400000001
418,0.78,One Year,5531,58.188,0.05,2.9094,34.912800000000004,4314.18,4279.2672
419,0.92,Month-to-Month,4689,47.476,0.1,4.7476,56.9712,4313.88,4256.9088
420,0.98,Month-to-Month,4399,52.416,0.15,7.862399999999999,94.34879999999998,4311.0199999999995,4216.6712
421,0.86,Month-to-Month,5011,109.772,0.1,10.977200000000002,131.7264,4309.46,4177.7336
422,0.95,Month-to-Month,4535,52.832,0.1,5.283200000000001,63.39840000000001,4308.25,4244.8516
423,0.86,Month-to-Month,5000,19.6,0.1,1.9600000000000002,23.520000000000003,4300.0,4276.48
424,0.85,Two Year,5055,107.536,0.05,5.3768,64.5216,4296.75,4232.2284
425,0.9,Month-to-Month,4773,45.916,0.1,4.5916,55.099199999999996,4295.7,4240.6008
426,0.76,One Year,5651,51.74,0.05,2.587,31.044000000000004,4294.76,4263.716
427,0.88,Month-to-Month,4880,92.872,0.1,9.2872,111.44640000000001,4294.4,4182.9536
428,0.83,Month-to-Month,5172,82.94,0.05,4.147,49.764,4292.76,4242.996
429,0.8,Month-to-Month,5365,83.512,0.05,4.1756,50.107200000000006,4292.0,4241.8928
430,0.89,Month-to-Month,4811,106.548,0.1,10.654800000000002,127.85760000000002,4281.79,4153.9324
431,0.76,One Year,5633,61.672,0.05,3.0836,37.0032,4281.08,4244.0768
432,0.84,Month-to-Month,5094,55.64,0.05,2.782,33.384,4278.96,4245.576
433,0.94,Month-to-Month,4549,31.668,0.1,3.1668000000000003,38.0016,4276.0599999999995,4238.0584
434,0.9,Month-to-Month,4745,104.52,0.1,10.452,125.424,4270.5,4145.076
435,0.88,Month-to-Month,4852,87.1,0.1,8.709999999999999,104.51999999999998,4269.76,4165.24
436,0.88,Month-to-Month,4851,25.792,0.1,2.5792,30.950400000000002,4268.88,4237.9296
437,0.87,Month-to-Month,4903,46.072,0.1,4.607200000000001,55.28640000000001,4265.61,4210.3236
438,0.82,Two Year,5200,112.372,0.05,5.618600000000001,67.42320000000001,4264.0,4196.5768
439,0.86,Month-to-Month,4958,83.408,0.1,8.3408,100.08959999999999,4263.88,4163.7904
440,0.93,Month-to-Month,4584,88.4,0.1,8.840000000000002,106.08000000000001,4263.12,4157.04
441,0.76,Month-to-Month,5585,51.896,0.05,2.5948,31.137600000000003,4244.6,4213.4624
442,0.93,Month-to-Month,4563,47.788,0.1,4.7787999999999995,57.34559999999999,4243.59,4186.2444000000005
443,0.83,Month-to-Month,5111,52.936,0.05,2.6468000000000003,31.7616,4242.13,4210.3684
444,0.87,Month-to-Month,4876,83.616,0.1,8.361600000000001,100.3392,4242.12,4141.7807999999995
445,0.78,Month-to-Month,5434,41.704,0.05,2.0852,25.022399999999998,4238.52,4213.497600000001
446,0.99,Month-to-Month,4278,85.592,0.15,12.838799999999999,154.0656,4235.22,4081.1544000000004
447,0.95,Month-to-Month,4458,86.164,0.1,8.6164,103.39680000000001,4235.099999999999,4131.703199999999
448,0.93,Month-to-Month,4550,88.556,0.1,8.8556,106.2672,4231.5,4125.2328
449,0.9,Month-to-Month,4692,77.688,0.1,7.768800000000001,93.22560000000001,4222.8,4129.5744
450,0.79,Month-to-Month,5345,73.84,0.05,3.692,44.304,4222.55,4178.246
451,0.8,Month-to-Month,5270,78.832,0.05,3.9415999999999998,47.2992,4216.0,4168.7008
452,0.86,Month-to-Month,4892,99.476,0.1,9.947600000000001,119.37120000000002,4207.12,4087.7488
453,0.86,Month-to-Month,4884,46.904,0.1,4.6904,56.284800000000004,4200.24,4143.955199999999
454,0.86,Month-to-Month,4881,73.788,0.1,7.3788,88.54560000000001,4197.66,4109.1143999999995
455,0.79,Month-to-Month,5313,87.672,0.05,4.3836,52.6032,4197.27,4144.666800000001
456,0.95,Month-to-Month,4417,105.196,0.1,10.5196,126.2352,4196.15,4069.9147999999996
457,0.87,Month-to-Month,4819,98.02,0.1,9.802,117.624,4192.53,4074.906
458,0.85,Month-to-Month,4930,52.728,0.05,2.6364,31.6368,4190.5,4158.8632
459,0.9,Month-to-Month,4655,46.436,0.1,4.6436,55.723200000000006,4189.5,4133.7768
460,0.91,Month-to-Month,4600,78.572,0.1,7.857200000000001,94.28640000000001,4186.0,4091.7136
461,0.93,Month-to-Month,4499,46.904,0.1,4.6904,56.284800000000004,4184.070000000001,4127.7852
462,0.81,One Year,5160,102.544,0.05,5.1272,61.5264,4179.6,4118.073600000001
463,0.89,Month-to-Month,4694,88.764,0.1,8.8764,106.5168,4177.66,4071.1432
464,0.86,One Year,4857,108.264,0.1,10.8264,129.9168,4177.0199999999995,4047.1031999999996
465,0.84,Month-to-Month,4969,77.376,0.05,3.8688000000000002,46.4256,4173.96,4127.5344000000005
466,0.99,Month-to-Month,4214,103.74,0.15,15.560999999999998,186.73199999999997,4171.86,3985.1279999999997
467,0.77,One Year,5411,108.836,0.05,5.441800000000001,65.30160000000001,4166.47,4101.1684000000005
468,0.93,Month-to-Month,4480,105.612,0.1,10.5612,126.7344,4166.400000000001,4039.6656000000007
469,0.95,Month-to-Month,4381,83.408,0.1,8.3408,100.08959999999999,4161.95,4061.8604
470,0.77,Month-to-Month,5392,77.896,0.05,3.8948,46.7376,4151.84,4105.1024
471,0.85,Month-to-Month,4884,46.384,0.05,2.3192,27.830399999999997,4151.4,4123.5696
472,0.96,Month-to-Month,4322,82.784,0.15,12.4176,149.0112,4149.12,4000.1088
473,0.89,Month-to-Month,4661,61.88,0.1,6.188000000000001,74.256,4148.29,4074.034
474,0.79,Month-to-Month,5250,93.756,0.05,4.6878,56.253600000000006,4147.5,4091.2464
475,0.78,Month-to-Month,5292,92.768,0.05,4.6384,55.660799999999995,4127.76,4072.0992
476,0.94,Month-to-Month,4390,105.508,0.1,10.5508,126.6096,4126.599999999999,3999.9903999999997
477,0.92,Month-to-Month,4479,76.856,0.1,7.6856,92.2272,4120.68,4028.4528000000005
478,0.8,Month-to-Month,5150,98.436,0.05,4.921800000000001,59.06160000000001,4120.0,4060.9384
479,0.83,Month-to-Month,4963,118.144,0.05,5.9072000000000005,70.88640000000001,4119.29,4048.4036
480,0.92,Month-to-Month,4476,36.088,0.1,3.6088000000000005,43.305600000000005,4117.92,4074.6144
481,0.81,One Year,5080,97.552,0.05,4.877600000000001,58.53120000000001,4114.8,4056.2688000000003
482,0.89,Month-to-Month,4622,102.7,0.1,10.270000000000001,123.24000000000001,4113.58,3990.34
483,0.77,Month-to-Month,5342,77.272,0.05,3.8636000000000004,46.363200000000006,4113.34,4066.9768000000004
484,0.86,Month-to-Month,4778,52.104,0.1,5.2104,62.5248,4109.08,4046.5552
485,0.88,Month-to-Month,4667,31.72,0.1,3.172,38.064,4106.96,4068.896
486,0.89,Month-to-Month,4611,62.556,0.1,6.2556,75.0672,4103.79,4028.7228
487,0.84,One Year,4870,109.876,0.05,5.4938,65.9256,4090.7999999999997,4024.8743999999997
488,0.91,Month-to-Month,4494,73.216,0.1,7.3216,87.8592,4089.54,4001.6808
489,0.91,Month-to-Month,4490,82.68,0.1,8.268,99.21600000000001,4085.9,3986.684
490,0.91,Month-to-Month,4486,98.904,0.1,9.8904,118.6848,4082.26,3963.5752
491,0.91,Month-to-Month,4486,91.832,0.1,9.1832,110.19839999999999,4082.26,3972.0616
492,0.99,Month-to-Month,4116,75.92,0.15,11.388,136.656,4074.84,3938.184
493,0.79,Month-to-Month,5157,103.012,0.05,5.150600000000001,61.80720000000001,4074.03,4012.2228
494,0.94,Month-to-Month,4333,98.28,0.1,9.828000000000001,117.936,4073.02,3955.084
495,0.8,Month-to-Month,5090,94.432,0.05,4.7216000000000005,56.659200000000006,4072.0,4015.3408
496,0.8,Month-to-Month,5087,25.792,0.05,1.2896,15.475200000000001,4069.6000000000004,4054.1248000000005
497,0.8,Month-to-Month,5086,94.484,0.05,4.7242,56.6904,4068.8,4012.1096000000002
498,0.79,Month-to-Month,5142,82.42,0.05,4.121,49.452000000000005,4062.1800000000003,4012.728
499,0.87,One Year,4669,72.904,0.1,7.2904,87.4848,4062.03,3974.5452
500,0.76,Month-to-Month,5340,107.848,0.05,5.3924,64.7088,4058.4,3993.6912
501,0.94,Month-to-Month,4317,100.672,0.1,10.0672,120.8064,4057.9799999999996,3937.1735999999996
502,0.93,Month-to-Month,4363,82.368,0.1,8.2368,98.8416,4057.59,3958.7484
503,0.85,Month-to-Month,4769,26.104,0.05,1.3052000000000001,15.662400000000002,4053.65,4037.9876
504,0.89,Month-to-Month,4553,77.168,0.1,7.716800000000001,92.60160000000002,4052.17,3959.5684
505,0.83,Month-to-Month,4879,46.228,0.05,2.3114000000000003,27.736800000000002,4049.5699999999997,4021.8331999999996
506,0.91,Month-to-Month,4448,100.412,0.1,10.041200000000002,120.49440000000001,4047.6800000000003,3927.1856000000002
507,0.95,Month-to-Month,4251,77.948,0.1,7.7947999999999995,93.5376,4038.45,3944.9123999999997
508,0.92,Month-to-Month,4389,20.1,0.1,2.0100000000000002,24.120000000000005,4037.88,4013.76
509,0.84,One Year,4800,78.312,0.05,3.9156,46.9872,4032.0,3985.0128
510,0.95,Month-to-Month,4243,82.316,0.1,8.2316,98.7792,4030.85,3932.0708
511,0.94,Month-to-Month,4287,105.3,0.1,10.530000000000001,126.36000000000001,4029.7799999999997,3903.4199999999996
512,0.91,Month-to-Month,4428,80.028,0.1,8.0028,96.0336,4029.48,3933.4464
513,0.85,Month-to-Month,4739,93.6,0.05,4.68,56.16,4028.15,3971.9900000000002
514,0.91,Month-to-Month,4424,84.032,0.1,8.4032,100.83840000000001,4025.84,3925.0016
515,0.99,Month-to-Month,4063,73.424,0.15,11.0136,132.16320000000002,4022.37,3890.2068
516,0.99,Month-to-Month,4062,78.884,0.15,11.8326,141.9912,4021.38,3879.3888
517,0.91,Month-to-Month,4419,79.508,0.1,7.9508,95.4096,4021.29,3925.8804
518,0.8,Month-to-Month,5023,46.748,0.05,2.3374,28.0488,4018.4,3990.3512
519,0.87,Month-to-Month,4618,46.488,0.1,4.6488000000000005,55.7856,4017.66,3961.8743999999997
520,0.88,Month-to-Month,4565,86.944,0.1,8.6944,104.33279999999999,4017.2,3912.8671999999997
521,0.84,Month-to-Month,4780,67.236,0.05,3.3618000000000006,40.34160000000001,4015.2,3974.8583999999996
522,0.8,One Year,5016,100.62,0.05,5.031000000000001,60.37200000000001,4012.8,3952.4280000000003
523,0.84,Month-to-Month,4777,94.068,0.05,4.7034,56.4408,4012.68,3956.2392
524,0.78,Month-to-Month,5144,102.544,0.05,5.1272,61.5264,4012.32,3950.7936
525,0.96,Month-to-Month,4174,78.78,0.15,11.817,141.804,4007.04,3865.236
526,0.89,Month-to-Month,4501,102.44,0.1,10.244,122.928,4005.89,3882.962
527,0.92,Month-to-Month,4345,77.48,0.1,7.748000000000001,92.97600000000001,3997.4,3904.424
528,0.95,Month-to-Month,4207,73.84,0.1,7.384,88.608,3996.6499999999996,3908.0419999999995
529,0.96,Month-to-Month,4160,77.896,0.15,11.6844,140.21280000000002,3993.6,3853.3872
530,0.99,Month-to-Month,4033,98.384,0.15,14.7576,177.09120000000001,3992.67,3815.5788000000002
531,0.84,Month-to-Month,4750,77.22,0.05,3.861,46.332,3990.0,3943.668
532,0.88,Month-to-Month,4533,82.524,0.1,8.2524,99.02879999999999,3989.04,3890.0112
533,0.88,Month-to-Month,4531,47.84,0.1,4.784000000000001,57.40800000000001,3987.28,3929.8720000000003
534,0.81,Month-to-Month,4922,99.008,0.05,4.9504,59.4048,3986.82,3927.4152000000004
535,0.81,Month-to-Month,4917,40.872,0.05,2.0436,24.523200000000003,3982.7700000000004,3958.2468000000003
536,0.89,Month-to-Month,4469,73.216,0.1,7.3216,87.8592,3977.41,3889.5508
537,0.91,Month-to-Month,4369,76.492,0.1,7.6492,91.7904,3975.79,3883.9996
538,0.88,Month-to-Month,4517,24.388,0.1,2.4388000000000005,29.265600000000006,3974.96,3945.6944
539,0.9,Month-to-Month,4415,77.376,0.1,7.7376000000000005,92.8512,3973.5,3880.6488
540,0.96,Month-to-Month,4138,83.512,0.15,12.5268,150.3216,3972.48,3822.1584000000003
541,0.79,Month-to-Month,5026,103.532,0.05,5.1766000000000005,62.119200000000006,3970.54,3908.4208
542,0.89,Month-to-Month,4458,100.568,0.1,10.0568,120.6816,3967.62,3846.9384
543,0.82,One Year,4838,120.172,0.05,6.0086,72.1032,3967.16,3895.0568
544,0.87,Month-to-Month,4559,73.528,0.1,7.352800000000001,88.23360000000001,3966.33,3878.0964
545,0.76,Month-to-Month,5216,82.316,0.05,4.1158,49.3896,3964.16,3914.7704
546,0.85,Month-to-Month,4662,102.648,0.05,5.1324000000000005,61.588800000000006,3962.7,3901.1112
547,0.76,Two Year,5207,77.792,0.05,3.8896,46.675200000000004,3957.32,3910.6448
548,0.85,Month-to-Month,4652,100.36,0.05,5.018000000000001,60.21600000000001,3954.2,3893.984
549,0.78,Month-to-Month,5067,82.992,0.05,4.1496,49.79520000000001,3952.26,3902.4648
550,0.91,Month-to-Month,4340,79.456,0.1,7.945600000000001,95.34720000000002,3949.4,3854.0528
551,0.87,Month-to-Month,4539,87.776,0.1,8.7776,105.3312,3948.93,3843.5987999999998
552,0.92,Month-to-Month,4291,77.428,0.1,7.7428,92.9136,3947.7200000000003,3854.8064000000004
553,0.91,Month-to-Month,4336,51.168,0.1,5.1168000000000005,61.4016,3945.76,3884.3584
554,0.92,Month-to-Month,4287,84.24,0.1,8.424,101.088,3944.04,3842.9519999999998
555,0.78,Month-to-Month,5048,81.588,0.05,4.0794,48.952799999999996,3937.44,3888.4872
556,0.85,Month-to-Month,4630,53.04,0.05,2.652,31.824,3935.5,3903.676
557,0.83,Month-to-Month,4741,81.224,0.05,4.0612,48.73440000000001,3935.0299999999997,3886.2956
558,0.89,Month-to-Month,4417,88.556,0.1,8.8556,106.2672,3931.13,3824.8628
559,0.78,Month-to-Month,5036,82.836,0.05,4.1418,49.7016,3928.08,3878.3784
560,0.86,Month-to-Month,4566,47.06,0.1,4.706,56.47200000000001,3926.7599999999998,3870.2879999999996
561,0.9,Month-to-Month,4359,50.7,0.1,5.07,60.84,3923.1,3862.2599999999998
562,0.98,Month-to-Month,4002,31.616,0.15,4.7424,56.9088,3921.96,3865.0512
