Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Age,Number of Dependents,Latitude,Longitude,Population,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction,Price_Bucket,Population_2024,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes
8,65,1.58,27,103.9,6767.1,0.0,1827.0,102.7,76,3,37.873283,-121.292034,5094,5669,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True
0,66,36.48,5,63.85,4174.35,0.0,20.87,2407.68,72,0,37.420273,-120.66527,55,4657,0,0,3.0,Medium,39355309,False,False,False,False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False
5,60,10.4,5,99.0,6017.9,0.0,0.0,624.0,69,0,37.666587,-120.411517,1749,4763,2,0,3.0,High,39355309,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False
4,70,40.94,8,88.55,6306.5,0.0,505.0,2865.8,69,0,37.581496,-119.972762,433,4097,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,False
0,67,38.85,19,101.4,6841.05,0.0,1300.0,2602.95,76,0,38.121601,-120.133915,1278,5269,2,0,4.0,Very High,39355309,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False
2,72,9.88,16,90.15,6716.45,0.0,1075.0,711.36,78,1,37.529656,-120.854357,24708,4606,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,True
0,67,44.56,29,116.1,7839.85,0.0,0.0,2985.52,68,0,38.107441,-120.230625,4848,5896,0,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False
0,6,12.67,20,74.1,450.9,0.0,9.02,76.02,65,0,38.578807,-123.19338,1575,4716,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
9,32,43.54,3,93.5,2970.8,0.0,89.0,1393.28,78,0,39.108252,-123.645121,383,5804,0,0,3.0,High,39355309,True,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False
1,8,0.0,27,43.35,371.4,0.0,10.03,0.0,67,0,39.045246,-122.743181,175,2560,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,False,True,True,False
0,33,12.75,19,105.35,3465.05,0.0,658.0,420.75,73,2,39.141934,-122.770679,3002,4738,0,0,3.0,Very High,39355309,False,False,True,False,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True
7,55,12.91,21,113.6,6292.7,0.0,0.0,710.05,72,0,38.966713,-123.586412,586,5754,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False
0,14,0.0,5,46.35,672.7,0.0,34.0,0.0,71,0,40.4785,-124.301372,2965,2056,2,0,4.0,Medium,39355309,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False
0,57,28.44,24,53.5,3035.8,0.0,0.0,1621.08,78,0,40.210895,-123.86,867,5521,0,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False
8,37,15.6,19,90.0,3371.75,0.0,641.0,577.2,66,0,41.444606,-123.471895,202,4048,1,2,3.0,High,39355309,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False
0,24,18.39,0,20.3,459.95,0.0,0.0,441.36,78,0,38.681651,-122.130569,262,3740,2,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
0,38,45.13,27,80.45,3162.65,0.0,85.39,1714.94,76,2,38.311609,-121.554034,699,2926,0,0,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True
6,44,14.65,30,89.2,4040.2,0.0,1212.0,644.6,72,0,38.392821,-121.799917,18529,2925,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False
0,67,14.69,0,25.1,1672.15,0.0,0.0,984.23,73,0,38.349195,-121.902943,171,6388,3,1,3.0,Low,39355309,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
7,25,38.59,24,69.3,1813.1,0.0,0.0,964.75,75,0,38.336216,-120.76901,6202,4442,0,0,3.0,Medium,39355309,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False
3,67,11.91,10,105.6,7112.15,0.0,711.0,797.97,74,0,38.922812,-121.312005,15286,5768,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False
9,72,0.0,9,64.45,4641.1,0.0,0.0,0.0,76,0,38.809175,-121.171375,11191,5295,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False
3,24,0.0,28,34.25,828.2,0.0,0.0,0.0,68,0,38.984756,-121.345074,1219,2525,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False
0,9,39.77,25,74.05,678.45,0.0,170.0,357.93,66,0,38.53508,-121.444144,37031,2003,3,0,5.0,High,39355309,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
0,44,35.39,19,89.15,3990.75,0.0,758.0,1557.16,70,0,38.445939,-121.496855,9063,4368,1,2,3.0,High,39355309,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False
2,70,9.4,17,107.9,7475.85,0.0,1271.0,658.0,65,2,38.619049,-121.517552,31422,5899,2,1,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True,True
8,68,35.14,0,19.5,1193.55,0.0,0.0,2389.52,73,1,38.660442,-121.346321,20993,5443,2,0,3.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True
10,72,15.82,13,78.45,5682.25,0.0,0.0,1139.04,68,0,39.657228,-121.37778,1279,4032,1,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False
0,4,35.67,8,72.75,317.75,0.0,25.0,142.68,76,0,39.203817,-121.19584,9752,4503,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,3,37.78,28,94.85,335.75,0.0,0.0,113.34,65,0,39.732767,-122.042298,1931,4496,1,2,3.0,High,39355309,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,False
0,39,20.06,3,90.7,3413.25,0.0,0.0,782.34,76,0,39.937017,-121.058043,301,5028,0,0,3.0,High,39355309,False,True,False,False,False,True,True,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,True,False,False
0,12,0.0,4,29.35,381.2,38.98,0.0,0.0,79,0,40.587919,-122.464732,31586,3606,0,0,3.0,Low,39355309,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False
0,51,24.92,11,79.6,3974.7,16.73,0.0,1270.92,69,0,39.84784,-122.544556,84,4673,2,0,3.0,High,39355309,False,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False
3,4,0.0,5,29.9,118.25,0.0,0.59,0.0,78,0,40.059385,-122.091481,3756,2914,1,1,3.0,Low,39355309,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False
0,17,17.26,25,101.8,1752.45,27.15,0.0,293.42,77,0,41.924174,-123.260788,332,3296,0,0,3.0,Very High,39355309,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False
1,66,44.38,28,110.6,7210.85,0.0,0.0,2929.08,70,2,40.617614,-122.512861,528,5418,2,1,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True
1,69,18.41,17,109.95,7634.25,0.0,0.0,1270.29,71,0,33.973616,-118.24902,54492,4297,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False
0,38,46.96,13,94.75,3653.0,45.82,0.0,1784.48,68,0,33.949255,-118.246978,44586,3654,0,0,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False
7,66,7.86,26,107.35,7051.95,39.18,0.0,518.76,71,0,34.044639,-118.240413,9732,4138,1,0,4.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False
6,18,5.73,13,59.1,1011.05,31.05,131.0,103.14,74,0,34.028735,-118.317236,47143,2422,1,0,3.0,Medium,39355309,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False
0,49,35.65,3,43.8,2106.05,20.45,0.0,1746.85,78,0,33.994524,-118.149953,9805,5651,2,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
0,2,21.9,22,84.05,186.05,0.0,41.0,43.8,70,0,33.954017,-118.402447,39334,5039,0,0,3.0,High,39355309,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
0,71,25.61,23,105.9,7521.95,6.65,0.0,1818.31,65,0,33.958149,-118.308441,47107,5479,2,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,False
0,64,27.7,21,74.65,4869.35,47.04,0.0,1772.8,68,0,34.057496,-118.413959,2527,5113,1,0,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,11,2.81,3,55.6,580.8,15.2,17.0,30.91,73,0,34.062095,-118.401508,11355,5014,0,0,3.0,Medium,39355309,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
0,57,32.12,15,104.9,5913.95,1.69,0.0,1830.84,68,0,33.912246,-118.236773,29825,5838,1,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False
7,67,49.94,0,20.05,1263.05,43.66,0.0,3345.98,65,0,34.035849,-118.503508,11509,4934,1,1,3.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
7,70,35.39,25,113.65,7714.65,24.36,1929.0,2477.3,77,0,34.026334,-118.474222,19975,6146,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False
2,40,15.15,18,98.15,4116.8,27.89,741.0,606.0,68,0,33.79499,-118.065591,21343,4332,1,0,3.0,High,39355309,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False
3,70,39.49,28,104.8,7308.95,6.11,2047.0,2764.3,66,0,33.782068,-118.262263,53323,5291,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False
6,65,28.68,20,70.95,4555.2,7.43,0.0,1864.2,76,0,33.822295,-118.26411,55486,4871,1,0,3.0,High,39355309,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False
8,29,0.0,20,35.65,1025.15,25.07,20.5,0.0,67,1,33.760458,-118.129725,31352,4107,2,1,5.0,Medium,39355309,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True
0,15,39.57,16,91.5,1400.3,48.66,0.0,593.55,80,0,34.234912,-118.153729,20200,4173,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False
0,56,27.64,7,104.75,5841.35,36.52,409.0,1547.84,67,0,34.168686,-118.057505,10558,5128,3,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
10,65,9.68,23,85.75,5688.45,38.09,0.0,629.2,78,1,34.282704,-118.312929,18752,4978,2,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True
6,65,32.08,8,100.75,6674.65,0.0,0.0,2085.2,66,0,34.146635,-118.139225,16812,4368,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,True,False,False,True,False,True,True,False
0,38,3.42,15,83.45,3147.15,24.98,472.0,129.96,76,0,34.167926,-118.267539,21990,2768,1,1,3.0,High,39355309,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
1,2,32.62,2,69.3,153.8,0.0,3.0,65.24,79,0,34.199787,-118.68493,23637,2901,0,0,3.0,Medium,39355309,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
0,51,3.11,0,25.0,1260.7,0.0,0.0,158.61,67,0,34.502432,-118.41459,40077,5896,0,0,3.0,Low,39355309,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,43,8.81,7,84.85,3645.6,0.0,255.0,378.83,74,0,34.130992,-118.894673,18735,4556,0,0,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False
1,2,7.29,14,74.2,140.1,0.0,0.0,14.58,69,0,34.202494,-118.448048,51348,3170,0,0,3.0,High,39355309,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False
7,70,12.07,17,90.05,6333.4,0.0,1077.0,844.9,65,0,34.098275,-117.967399,76890,4666,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,True,False
0,33,0.0,16,59.45,1884.65,0.0,302.0,0.0,80,0,34.04622,-118.053753,45645,3116,2,0,3.0,Medium,39355309,False,True,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False
0,30,4.04,14,90.5,2595.85,0.0,363.0,121.2,69,0,33.998471,-117.973758,53686,5983,0,0,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False
0,32,48.62,12,79.5,2665.0,0.0,31.98,1555.84,74,0,34.057256,-117.667677,54254,3041,1,2,3.0,High,39355309,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False
7,34,26.49,18,90.15,3128.8,0.0,56.32,900.66,71,0,34.105493,-117.660934,48827,3202,0,0,3.0,High,39355309,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False
0,1,11.51,21,46.3,46.3,0.0,0.0,11.51,71,0,32.64164,-116.985026,12884,2546,2,0,4.0,Medium,39355309,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,55,0.0,23,50.05,2743.45,0.0,631.0,0.0,71,0,32.619465,-116.593605,905,4932,2,0,3.0,Medium,39355309,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False
6,69,34.55,19,87.3,6055.55,0.0,1151.0,2383.95,67,0,32.587557,-116.636816,91,4148,1,1,3.0,High,39355309,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
1,33,0.0,4,50.0,1750.85,0.0,70.0,0.0,80,0,33.148116,-117.306043,35582,5600,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False
8,37,23.54,7,72.25,2575.45,0.0,0.0,870.98,75,0,32.785165,-116.862648,40995,4121,2,0,3.0,High,39355309,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False
1,62,45.76,12,96.1,6019.35,0.0,722.0,2837.12,67,2,32.79697,-116.969082,55277,5868,1,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True
0,1,17.6,2,71.25,71.25,0.0,0.0,17.6,68,0,32.853743,-117.25034,42617,5033,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
0,72,24.67,26,113.8,7845.8,0.0,0.0,1776.24,75,0,32.909873,-116.906774,42277,4598,0,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False
3,60,27.68,26,100.5,6029.0,0.0,0.0,1660.8,74,0,33.309852,-116.823091,234,6442,2,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,True,True,False
0,30,41.93,21,104.1,3121.1,0.0,0.0,1257.9,80,0,33.044541,-116.833922,33104,5655,1,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False
0,8,41.85,5,69.7,572.85,0.0,29.0,334.8,66,0,32.847336,-116.997605,53510,5242,1,1,3.0,Medium,39355309,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
0,71,4.75,0,24.65,1766.75,0.0,0.0,337.25,79,0,33.25283,-116.986079,14575,4788,1,0,3.0,Low,39355309,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False
2,70,15.9,0,19.55,1462.05,0.0,0.0,1113.0,73,0,33.17494,-117.242761,62036,5209,0,0,3.0,Low,39355309,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
4,49,1.67,15,49.8,2398.4,0.0,35.98,81.83,74,0,32.716007,-117.117462,47140,4306,2,0,3.0,Medium,39355309,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False
9,24,20.78,23,96.55,2263.45,0.0,0.0,498.72,69,1,32.707892,-117.05512,66838,4309,0,0,3.0,High,39355309,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,True
0,11,41.58,3,78.5,874.2,0.0,26.0,457.38,71,0,33.694501,-116.412711,29340,4333,1,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False
0,72,26.87,20,108.1,7774.05,0.0,0.0,1934.64,65,0,34.667815,-117.536183,18980,4474,1,0,3.0,Very High,39355309,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False
3,12,37.15,13,79.2,943.85,0.0,0.0,445.8,73,0,34.875144,-116.821698,678,3355,0,0,3.0,High,39355309,True,True,False,False,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False
1,52,7.04,22,80.85,4079.55,0.0,0.0,366.08,72,1,34.459322,-117.629729,4280,6090,1,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,True,False,True,True,True
0,18,7.51,24,73.55,1359.45,0.0,326.0,135.18,71,0,33.482243,-116.827173,2433,5313,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3,50,32.9,18,75.15,3822.45,0.0,688.0,1645.0,74,2,33.970661,-117.255039,46214,6084,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,True
6,72,30.3,14,112.9,8061.5,0.0,1129.0,2181.6,69,0,33.82769,-117.102244,7344,5569,3,0,3.0,Very High,39355309,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False
0,64,29.43,0,25.65,1740.8,0.0,0.0,1883.52,76,0,33.667145,-117.732135,6301,6469,0,0,3.0,Low,39355309,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False
8,72,7.85,20,106.85,7677.4,0.0,153.55,565.2,69,0,33.848733,-117.788357,36301,4768,1,0,3.0,Very High,39355309,True,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,True,True,False
0,7,11.01,18,51.3,419.35,0.0,75.0,77.07,73,0,33.902211,-117.914922,21157,3660,0,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
1,52,4.11,17,109.1,5647.95,0.0,960.0,213.72,67,0,33.925833,-117.559639,22443,4428,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False
1,60,4.06,11,116.05,6925.9,0.0,762.0,243.6,70,0,33.918043,-117.617809,16998,4734,2,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False
4,67,7.2,23,94.65,6079.0,0.0,0.0,482.4,79,0,34.404544,-119.302118,6503,4228,0,0,3.0,High,39355309,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False
0,1,28.67,4,44.0,44.0,0.0,0.0,28.67,69,0,36.315979,-119.710852,2872,4320,0,0,3.0,Medium,39355309,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
7,17,46.44,13,94.8,1563.9,0.0,203.0,789.48,79,0,35.858054,-119.305858,9318,4831,2,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False
9,52,27.74,18,106.5,5621.85,0.0,0.0,1442.48,70,0,35.996923,-120.000951,1809,4499,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False
0,8,44.63,29,85.2,695.75,0.0,0.0,357.04,70,0,35.861928,-118.636698,266,2565,0,0,3.0,High,39355309,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
5,16,35.53,23,54.55,825.1,0.0,190.0,568.48,79,0,36.245926,-118.693138,3546,3324,2,0,3.0,Medium,39355309,True,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False
0,39,10.03,13,99.75,4036.0,0.0,52.47,391.17,72,0,36.391777,-119.372842,36718,3860,2,1,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False
0,52,11.01,18,108.1,5839.3,0.0,1051.0,572.52,76,0,35.236549,-120.727344,31982,4251,1,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False
1,72,0.0,7,64.95,4546.0,0.0,318.0,0.0,70,0,35.591387,-121.032256,6526,4049,1,0,3.0,Medium,39355309,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,False
1,68,20.31,13,84.65,5683.6,0.0,739.0,1381.08,70,1,35.059695,-120.604741,7435,6404,0,0,3.0,High,39355309,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True
3,59,0.0,6,64.05,3886.85,0.0,233.0,0.0,77,0,35.634488,-120.293534,1255,6306,1,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,False
5,46,21.46,15,100.25,4753.85,0.0,0.0,987.16,71,0,37.653947,-118.231443,340,5453,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False
8,58,31.11,4,98.9,5780.7,0.0,0.0,1804.38,80,0,37.245505,-118.062943,1826,4993,1,0,3.0,High,39355309,True,True,False,False,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False
0,11,48.33,17,60.25,662.95,0.0,0.0,531.63,75,0,38.184583,-119.286558,826,5296,2,0,3.0,Medium,39355309,False,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,34,0.0,28,56.25,1765.95,0.0,494.0,0.0,72,0,35.358953,-118.527064,1022,5597,1,1,3.0,Medium,39355309,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False
6,55,42.9,27,74.0,4052.4,0.0,0.0,2359.5,68,0,33.362575,-117.299644,42239,4958,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False
0,9,24.85,15,79.55,718.55,0.0,0.0,223.65,73,0,36.296851,-117.865469,318,5811,3,0,3.0,High,39355309,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False
